y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
29,30,MT,Montana,125,251,4955
29,31,NE,Nebraska,671,1206,39244
29,32,NV,Nevada,317,603,16449
29,33,NH,New Hampshire,53,88,2513
29,34,NJ,New Jersey,291,515,18331
29,35,NM,New Mexico,289,531,13562
29,36,NY,New York,799,1385,46251
29,37,NC,North Carolina,836,1667,36590
29,38,ND,North Dakota,145,264,9624
29,39,OH,Ohio,749,1355,41077
29,40,OK,Oklahoma,1414,2762,61241
29,41,OR,Oregon,289,508,13068
29,42,PA,Pennsylvania,511,954,30059
29,44,RI,Rhode Island,41,50,1277
29,45,SC,South Carolina,355,669,15424
29,46,SD,South Dakota,158,279,7452
29,47,TN,Tennessee,986,1867,44841
29,48,TX,Texas,3722,7246,179113
29,49,UT,Utah,268,597,11077
29,50,VT,Vermont,45,75,1287
29,51,VA,Virginia,649,1209,38328
29,53,WA,Washington,635,1266,37618
29,54,WV,West Virginia,99,203,4935
29,55,WI,Wisconsin,621,1084,33473
29,56,WY,Wyoming,125,223,4997
30,1,AL,Alabama,50,86,2166
30,2,AK,Alaska,213,369,12927
30,4,AZ,Arizona,516,922,29129
30,5,AR,Arkansas,70,140,2288
30,6,CA,California,1275,2244,113013
30,8,CO,Colorado,698,1168,29938
30,9,CT,Connecticut,53,69,5789
30,10,DE,Delaware,-1,-1,0
30,11,DC,District Of Columbia,-1,-1,0
30,12,FL,Florida,350,619,16723
30,13,GA,Georgia,145,295,10238
30,15,HI,Hawaii,85,161,5505
30,16,ID,Idaho,573,1069,22921
30,17,IL,Illinois,185,282,15237
30,18,IN,Indiana,105,181,5337
30,19,IA,Iowa,108,166,4834
30,20,KS,Kansas,117,200,4710
30,21,KY,Kentucky,46,85,1760
30,22,LA,Louisiana,60,114,3122
30,23,ME,Maine,59,81,1599
30,24,MD,Maryland,71,118,3350
30,25,MA,Massachusetts,80,111,3342
30,26,MI,Michigan,209,302,7795
30,27,MN,Minnesota,295,450,11093
30,28,MS,Mississippi,41,80,2209
30,29,MO,Missouri,133,291,5825
30,30,MT,MT Non-migrants,385518,789405,0
30,31,NE,Nebraska,94,194,4021
30,32,NV,Nevada,295,516,19204
30,33,NH,New Hampshire,42,64,1661
30,34,NJ,New Jersey,71,117,5614
30,35,NM,New Mexico,149,291,7461
30,36,NY,New York,224,340,21183
30,37,NC,North Carolina,178,297,6983
30,38,ND,North Dakota,664,1172,41619
30,39,OH,Ohio,138,226,7625
30,40,OK,Oklahoma,130,255,5254
30,41,OR,Oregon,537,876,21035
30,42,PA,Pennsylvania,155,248,18441
30,44,RI,Rhode Island,16,24,2744
30,45,SC,South Carolina,72,141,2937
30,46,SD,South Dakota,191,343,7632
30,47,TN,Tennessee,103,194,5461
30,48,TX,Texas,582,1083,35742
30,49,UT,Utah,355,703,14980
30,50,VT,Vermont,51,69,2090
30,51,VA,Virginia,171,301,14556
30,53,WA,Washington,1213,2163,54919
30,54,WV,West Virginia,35,63,1956
30,55,WI,Wisconsin,191,266,7140
30,56,WY,Wyoming,608,1047,30042
31,1,AL,Alabama,107,225,4780
31,2,AK,Alaska,73,138,3756
31,4,AZ,Arizona,476,899,3304
31,5,AR,Arkansas,136,275,6094
31,6,CA,California,991,2012,47689
31,8,CO,Colorado,1106,2060,46032
31,9,CT,Connecticut,50,90,4823
31,10,DE,Delaware,-1,-1,0
31,11,DC,District Of Columbia,22,29,1611
31,12,FL,Florida,610,1056,21840
31,13,GA,Georgia,228,465,9358
31,15,HI,Hawaii,66,128,2645
31,16,ID,Idaho,79,187,2814
31,17,IL,Illinois,480,897,23944
31,18,IN,Indiana,135,226,5889
31,19,IA,Iowa,2189,4121,90385
31,20,KS,Kansas,828,1574,34567
31,21,KY,Kentucky,88,209,3970
31,22,LA,Louisiana,117,228,5071
31,23,ME,Maine,27,47,1080
31,24,MD,Maryland,121,234,7557
31,25,MA,Massachusetts,49,86,2019
31,26,MI,Michigan,168,301,8281
31,27,MN,Minnesota,395,703,18021
31,28,MS,Mississippi,70,145,2665
31,29,MO,Missouri,642,1173,32549
31,30,MT,Montana,81,140,3435
31,31,NE,NE Non-migrants,698628,1548323,0
31,32,NV,Nevada,147,303,8162
31,33,NH,New Hampshire,24,36,1312
31,34,NJ,New Jersey,81,158,6173
31,35,NM,New Mexico,129,263,6287
31,36,NY,New York,227,408,11373
31,37,NC,North Carolina,187,364,8161
31,38,ND,North Dakota,154,301,15447
31,39,OH,Ohio,210,349,9619
31,40,OK,Oklahoma,234,531,14129
31,41,OR,Oregon,130,255,6180
31,42,PA,Pennsylvania,158,302,8351
31,44,RI,Rhode Island,15,30,809
31,45,SC,South Carolina,96,179,3449
31,46,SD,South Dakota,560,989,22183
31,47,TN,Tennessee,181,370,7663
31,48,TX,Texas,1129,2181,44949
31,49,UT,Utah,144,314,5660
31,50,VT,Vermont,-1,-1,0
31,51,VA,Virginia,202,418,11503
31,53,WA,Washington,274,526,11620
31,54,WV,West Virginia,20,31,734
31,55,WI,Wisconsin,180,344,9001
31,56,WY,Wyoming,288,540,11892
32,1,AL,Alabama,167,327,7062
32,2,AK,Alaska,325,584,22043
32,4,AZ,Arizona,2541,5017,143019
32,5,AR,Arkansas,188,378,8596
32,6,CA,California,17680,33533,1610535
32,8,CO,Colorado,1249,2143,85973
32,9,CT,Connecticut,208,310,13218
32,10,DE,Delaware,45,65,5479
32,11,DC,District Of Columbia,51,72,3585
32,12,FL,Florida,1907,3191,88359
32,13,GA,Georgia,622,1160,53451
32,15,HI,Hawaii,1105,2114,51009
32,16,ID,Idaho,708,1473,35458
32,17,IL,Illinois,1254,2257,109470
32,18,IN,Indiana,395,703,15587
32,19,IA,Iowa,212,354,9696
32,20,KS,Kansas,277,512,24633
32,21,KY,Kentucky,144,259,6457
32,22,LA,Louisiana,251,486,10203
32,23,ME,Maine,58,100,3211
32,24,MD,Maryland,332,574,21426
32,25,MA,Massachusetts,273,412,15078
32,26,MI,Michigan,702,1202,31630
32,27,MN,Minnesota,449,753,34716
32,28,MS,Mississippi,171,308,6491
32,29,MO,Missouri,440,739,19656
32,30,MT,Montana,288,517,14609
32,31,NE,Nebraska,200,351,10133
32,32,NV,NV Non-migrants,1031245,2210594,0
32,33,NH,New Hampshire,103,156,14010
32,34,NJ,New Jersey,559,956,69543
32,35,NM,New Mexico,549,1032,24375
32,36,NY,New York,1256,1984,78800
32,37,NC,North Carolina,553,1031,25885
32,38,ND,North Dakota,185,376,9770
32,39,OH,Ohio,637,1074,38180
32,40,OK,Oklahoma,293,541,11563
32,41,OR,Oregon,952,1654,62527
32,42,PA,Pennsylvania,652,1017,32780
32,44,RI,Rhode Island,62,101,2744
32,45,SC,South Carolina,205,329,8138
32,46,SD,South Dakota,150,263,8426
32,47,TN,Tennessee,400,735,19470
32,48,TX,Texas,2557,4928,127932
32,49,UT,Utah,1607,3379,82507
32,50,VT,Vermont,31,52,1100
32,51,VA,Virginia,620,1067,73904
32,53,WA,Washington,1454,2644,68312
32,54,WV,West Virginia,71,105,3147
32,55,WI,Wisconsin,433,740,21686
32,56,WY,Wyoming,227,417,15073
33,1,AL,Alabama,47,80,2646
33,2,AK,Alaska,41,63,2537
33,4,AZ,Arizona,139,227,7302
33,5,AR,Arkansas,30,53,1647
33,6,CA,California,487,778,31862
33,8,CO,Colorado,177,305,11010
33,9,CT,Connecticut,560,892,51142
33,10,DE,Delaware,36,57,2010
33,11,DC,District Of Columbia,46,63,4800
33,12,FL,Florida,1032,1690,49381
33,13,GA,Georgia,149,257,7305
33,15,HI,Hawaii,58,89,2467
33,16,ID,Idaho,16,22,668
33,17,IL,Illinois,131,214,18951
33,18,IN,Indiana,52,84,3716
33,19,IA,Iowa,22,37,1219
33,20,KS,Kansas,38,72,2657
33,21,KY,Kentucky,49,90,1578
33,22,LA,Louisiana,37,57,1680
33,23,ME,Maine,1359,2082,65661
33,24,MD,Maryland,177,296,21342
33,25,MA,Massachusetts,5986,9592,475425
33,26,MI,Michigan,103,155,6699
33,27,MN,Minnesota,47,85,3261
33,28,MS,Mississippi,21,43,1044
33,29,MO,Missouri,53,100,3588
33,30,MT,Montana,26,41,1134
33,31,NE,Nebraska,19,23,887
33,32,NV,Nevada,54,96,2930
33,33,NH,NH Non-migrants,536815,1079325,0
33,34,NJ,New Jersey,295,506,24007
33,35,NM,New Mexico,33,48,1099
33,36,NY,New York,895,1460,74842
33,37,NC,North Carolina,319,517,12585
33,38,ND,North Dakota,16,33,596
33,39,OH,Ohio,171,313,14896
33,40,OK,Oklahoma,40,60,1317
33,41,OR,Oregon,47,62,3167
33,42,PA,Pennsylvania,307,497,22599
33,44,RI,Rhode Island,253,378,18019
33,45,SC,South Carolina,140,237,6675
33,46,SD,South Dakota,-1,-1,0
33,47,TN,Tennessee,89,155,7103
33,48,TX,Texas,432,755,25351
33,49,UT,Utah,40,84,3023
33,50,VT,Vermont,1039,1613,62616
33,51,VA,Virginia,300,503,21352
33,53,WA,Washington,117,199,5490
33,54,WV,West Virginia,24,40,1816
33,55,WI,Wisconsin,57,108,5765
33,56,WY,Wyoming,-1,-1,0
34,1,AL,Alabama,184,323,7510
34,2,AK,Alaska,67,133,3061
34,4,AZ,Arizona,514,884,32885
34,5,AR,Arkansas,111,188,6426
34,6,CA,California,2666,4695,252545
34,8,CO,Colorado,438,752,23906
34,9,CT,Connecticut,1271,2193,105905
34,10,DE,Delaware,832,1413,42143
34,11,DC,District Of Columbia,301,410,21057
34,12,FL,Florida,5240,8840,380186
34,13,GA,Georgia,1226,2253,73157
34,15,HI,Hawaii,179,315,6477
34,16,ID,Idaho,45,88,2577
34,17,IL,Illinois,996,1801,92421
34,18,IN,Indiana,321,586,23493
34,19,IA,Iowa,97,179,5235
34,20,KS,Kansas,149,287,9341
34,21,KY,Kentucky,194,353,10699
34,22,LA,Louisiana,203,358,9577
34,23,ME,Maine,144,228,7974
34,24,MD,Maryland,2469,4846,115262
34,25,MA,Massachusetts,1449,2322,122842
34,26,MI,Michigan,454,777,31170
34,27,MN,Minnesota,268,499,23503
34,28,MS,Mississippi,97,170,5549
34,29,MO,Missouri,264,478,18882
34,30,MT,Montana,29,55,1266
34,31,NE,Nebraska,73,133,3490
34,32,NV,Nevada,263,425,10951
34,33,NH,New Hampshire,205,360,17017
34,34,NJ,NJ Non-migrants,3375608,7264590,0
34,35,NM,New Mexico,100,175,4292
34,36,NY,New York,23156,41189,2040964
34,37,NC,North Carolina,1674,3096,82106
34,38,ND,North Dakota,40,86,1510
34,39,OH,Ohio,716,1251,50843
34,40,OK,Oklahoma,127,215,5986
34,41,OR,Oregon,150,267,9745
34,42,PA,Pennsylvania,9395,15610,559487
34,44,RI,Rhode Island,247,400,13628
34,45,SC,South Carolina,714,1273,28896
34,46,SD,South Dakota,35,53,1429
34,47,TN,Tennessee,380,705,17397
34,48,TX,Texas,2624,5543,190998
34,49,UT,Utah,129,293,10677
34,50,VT,Vermont,130,187,7379
34,51,VA,Virginia,1658,2860,100956
34,53,WA,Washington,413,758,30514
34,54,WV,West Virginia,134,222,5410
34,55,WI,Wisconsin,194,349,17080
34,56,WY,Wyoming,26,53,1069
35,1,AL,Alabama,122,232,6285
35,2,AK,Alaska,135,276,7880
35,4,AZ,Arizona,2609,5913,89268
35,5,AR,Arkansas,129,244,5502
35,6,CA,California,2030,3689,110645
35,8,CO,Colorado,1635,3170,82398
35,9,CT,Connecticut,98,151,5836
35,10,DE,Delaware,19,33,1002
35,11,DC,District Of Columbia,52,68,5972
35,12,FL,Florida,796,1402,38966
35,13,GA,Georgia,285,587,16767
35,15,HI,Hawaii,152,265,6354
35,16,ID,Idaho,127,297,6448
35,17,IL,Illinois,372,621,21461
35,18,IN,Indiana,179,317,9094
35,19,IA,Iowa,123,245,4378
35,20,KS,Kansas,238,525,11053
35,21,KY,Kentucky,104,172,3381
35,22,LA,Louisiana,167,305,8330
35,23,ME,Maine,51,86,2532
35,24,MD,Maryland,200,366,16252
35,25,MA,Massachusetts,158,229,8502
35,26,MI,Michigan,232,418,11594
35,27,MN,Minnesota,176,274,9348
35,28,MS,Mississippi,83,150,4722
35,29,MO,Missouri,290,569,13496
35,30,MT,Montana,107,172,5473
35,31,NE,Nebraska,102,192,4747
35,32,NV,Nevada,419,868,21182
35,33,NH,New Hampshire,47,68,1918
35,34,NJ,New Jersey,120,180,6721
35,35,NM,NM Non-migrants,711555,1528166,0
35,36,NY,New York,427,647,37185
35,37,NC,North Carolina,292,513,12983
35,38,ND,North Dakota,80,180,4289
35,39,OH,Ohio,266,432,13020
35,40,OK,Oklahoma,433,901,17418
35,41,OR,Oregon,285,466,12524
35,42,PA,Pennsylvania,254,412,10822
35,44,RI,Rhode Island,24,34,1434
35,45,SC,South Carolina,110,199,5545
35,46,SD,South Dakota,102,187,4342
35,47,TN,Tennessee,219,402,9806
35,48,TX,Texas,5010,10420,224591
35,49,UT,Utah,324,669,13709
35,50,VT,Vermont,27,56,1694
35,51,VA,Virginia,324,598,24019
35,53,WA,Washington,449,804,28459
35,54,WV,West Virginia,40,72,1672
35,55,WI,Wisconsin,170,304,12456
35,56,WY,Wyoming,128,249,7316
36,1,AL,Alabama,609,1057,24306
36,2,AK,Alaska,263,443,10023
36,4,AZ,Arizona,1395,2201,78972
36,5,AR,Arkansas,297,466,10562
36,6,CA,California,10759,15092,1032711
36,8,CO,Colorado,1402,2057,84079
36,9,CT,Connecticut,6706,10189,671497
36,10,DE,Delaware,552,849,48777
36,11,DC,District Of Columbia,1455,1739,123317
36,12,FL,Florida,14014,22123,1320129
36,13,GA,Georgia,3557,6173,159906
36,15,HI,Hawaii,567,966,25517
36,16,ID,Idaho,146,250,6365
36,17,IL,Illinois,3078,4329,239956
36,18,IN,Indiana,845,1317,39119
36,19,IA,Iowa,307,513,12175
36,20,KS,Kansas,446,770,20749
36,21,KY,Kentucky,603,1039,26740
36,22,LA,Louisiana,757,1195,30206
36,23,ME,Maine,586,853,34643
36,24,MD,Maryland,4111,6947,195107
36,25,MA,Massachusetts,5911,8004,415491
36,26,MI,Michigan,1616,2392,87122
36,27,MN,Minnesota,867,1211,53167
36,28,MS,Mississippi,320,557,30741
36,29,MO,Missouri,816,1240,70365
36,30,MT,Montana,143,186,5720
36,31,NE,Nebraska,206,287,8150
36,32,NV,Nevada,678,1058,34180
36,33,NH,New Hampshire,738,1027,39075
36,34,NJ,New Jersey,19562,30363,1538981
36,35,NM,New Mexico,388,612,16712
36,36,NY,NY Non-migrants,7522592,15210935,0
36,37,NC,North Carolina,4520,7721,215455
36,38,ND,North Dakota,128,202,5619
36,39,OH,Ohio,2326,3521,111105
36,40,OK,Oklahoma,462,777,18170
36,41,OR,Oregon,639,879,42458
36,42,PA,Pennsylvania,9103,14750,472157
36,44,RI,Rhode Island,777,1164,33892
36,45,SC,South Carolina,2113,3357,71771
36,46,SD,South Dakota,93,150,3641
36,47,TN,Tennessee,1195,1976,53397
36,48,TX,Texas,6782,11801,323398
36,49,UT,Utah,437,744,23084
36,50,VT,Vermont,906,1274,37003
36,51,VA,Virginia,4311,6831,265536
36,53,WA,Washington,1476,2258,98069
36,54,WV,West Virginia,271,452,9120
36,55,WI,Wisconsin,730,1088,34806
36,56,WY,Wyoming,81,128,3916
37,1,AL,Alabama,1214,2296,56031
37,2,AK,Alaska,410,847,16821
37,4,AZ,Arizona,1120,2169,57409
37,5,AR,Arkansas,403,815,19772
37,6,CA,California,4854,9435,307171
37,8,CO,Colorado,1234,2420,69422
37,9,CT,Connecticut,1438,2641,101998
37,10,DE,Delaware,400,761,24335
37,11,DC,District Of Columbia,467,692,29088
37,12,FL,Florida,9402,17093,459901
37,13,GA,Georgia,5716,11055,274472
37,15,HI,Hawaii,463,981,20011
37,16,ID,Idaho,184,329,8259
37,17,IL,Illinois,2100,3968,169233
37,18,IN,Indiana,1199,2190,61700
37,19,IA,Iowa,471,848,31649
37,20,KS,Kansas,535,1126,29819
37,21,KY,Kentucky,1029,2005,46704
37,22,LA,Louisiana,798,1537,38453
37,23,ME,Maine,383,678,23454
37,24,MD,Maryland,3086,5817,180171
37,25,MA,Massachusetts,1605,2883,111781
37,26,MI,Michigan,1851,3294,95255
37,27,MN,Minnesota,677,1308,46869
37,28,MS,Mississippi,567,1114,23551
37,29,MO,Missouri,900,1684,46575
37,30,MT,Montana,151,260,7432
37,31,NE,Nebraska,228,437,11107
37,32,NV,Nevada,461,859,20691
37,33,NH,New Hampshire,481,865,276590
37,34,NJ,New Jersey,3464,6614,232584
37,35,NM,New Mexico,308,589,16053
37,36,NY,New York,7788,14332,413128
37,37,NC,NC Non-migrants,3385275,7456503,0
37,38,ND,North Dakota,121,234,7163
37,39,OH,Ohio,3026,5404,165693
37,40,OK,Oklahoma,580,1194,26621
37,41,OR,Oregon,416,733,20488
37,42,PA,Pennsylvania,3764,6775,209115
37,44,RI,Rhode Island,293,526,13895
37,45,SC,South Carolina,8791,16289,420420
37,46,SD,South Dakota,115,219,4548
37,47,TN,Tennessee,2736,5018,135258
37,48,TX,Texas,5583,11554,288030
37,49,UT,Utah,300,610,13236
37,50,VT,Vermont,267,459,14270
37,51,VA,Virginia,9121,17087,476700
37,53,WA,Washington,1123,2201,59951
37,54,WV,West Virginia,1030,1906,43577
37,55,WI,Wisconsin,820,1562,47743
37,56,WY,Wyoming,119,215,5881
38,1,AL,Alabama,88,171,4348
38,2,AK,Alaska,87,164,5608
38,4,AZ,Arizona,481,904,24654
38,5,AR,Arkansas,104,200,5054
38,6,CA,California,880,1585,38059
38,8,CO,Colorado,513,972,30146
38,9,CT,Connecticut,38,51,1132
38,10,DE,Delaware,11,24,379
38,11,DC,District Of Columbia,-1,-1,0
38,12,FL,Florida,527,958,21375
38,13,GA,Georgia,318,659,16349
38,15,HI,Hawaii,42,84,1602
38,16,ID,Idaho,438,902,25420
38,17,IL,Illinois,290,521,14332
38,18,IN,Indiana,142,264,6207
38,19,IA,Iowa,196,330,7781
38,20,KS,Kansas,147,260,6876
38,21,KY,Kentucky,91,163,4344
38,22,LA,Louisiana,120,252,7269
38,23,ME,Maine,54,104,1982
38,24,MD,Maryland,88,151,3412
38,25,MA,Massachusetts,52,92,1947
38,26,MI,Michigan,485,795,21235
38,27,MN,Minnesota,3364,5200,166208
38,28,MS,Mississippi,86,181,4581
38,29,MO,Missouri,229,470,12023
38,30,MT,Montana,725,1308,42802
38,31,NE,Nebraska,174,323,8905
38,32,NV,Nevada,206,432,13624
38,33,NH,New Hampshire,23,36,861
38,34,NJ,New Jersey,112,201,3819
38,35,NM,New Mexico,107,208,5616
38,36,NY,New York,215,311,8693
38,37,NC,North Carolina,232,421,9408
38,38,ND,ND Non-migrants,283016,585612,0
38,39,OH,Ohio,201,345,7695
38,40,OK,Oklahoma,128,236,6457
38,41,OR,Oregon,283,505,14694
38,42,PA,Pennsylvania,247,456,8907
38,44,RI,Rhode Island,16,22,624
38,45,SC,South Carolina,83,149,3327
38,46,SD,South Dakota,631,1163,30881
38,47,TN,Tennessee,158,304,8950
38,48,TX,Texas,709,1388,36722
38,49,UT,Utah,277,663,16085
38,50,VT,Vermont,-1,-1,0
38,51,VA,Virginia,165,294,7593
38,53,WA,Washington,528,971,26110
38,54,WV,West Virginia,21,29,837
38,55,WI,Wisconsin,360,524,16121
38,56,WY,Wyoming,219,435,11664
39,1,AL,Alabama,593,1179,23837
39,2,AK,Alaska,174,313,7491
39,4,AZ,Arizona,1078,1912,54339
39,5,AR,Arkansas,289,588,17136
39,6,CA,California,2808,4857,176069
39,8,CO,Colorado,854,1459,42909
39,9,CT,Connecticut,370,683,26710
39,10,DE,Delaware,150,246,7531
39,11,DC,District Of Columbia,196,268,13118
39,12,FL,Florida,5450,9355,230807
39,13,GA,Georgia,1967,3853,83951
39,15,HI,Hawaii,232,419,9620
39,16,ID,Idaho,126,259,6116
39,17,IL,Illinois,2324,4199,151948
39,18,IN,Indiana,3243,5786,143151
39,19,IA,Iowa,327,642,19110
39,20,KS,Kansas,369,744,18795
39,21,KY,Kentucky,4330,7902,181616
39,22,LA,Louisiana,410,773,19001
39,23,ME,Maine,131,230,5492
39,24,MD,Maryland,949,1708,53963
39,25,MA,Massachusetts,646,1132,41421
39,26,MI,Michigan,3808,6457,176666
39,27,MN,Minnesota,471,842,28517
39,28,MS,Mississippi,307,587,11145
39,29,MO,Missouri,750,1343,37492
39,30,MT,Montana,121,194,4402
39,31,NE,Nebraska,218,427,16132
39,32,NV,Nevada,465,819,19433
39,33,NH,New Hampshire,156,275,9426
39,34,NJ,New Jersey,900,1704,58444
39,35,NM,New Mexico,225,421,11525
39,36,NY,New York,2613,4641,128470
39,37,NC,North Carolina,2186,4104,110142
39,38,ND,North Dakota,145,249,5869
39,39,OH,OH Non-migrants,4407336,9055218,0
39,40,OK,Oklahoma,386,757,16191
39,41,OR,Oregon,263,457,15137
39,42,PA,Pennsylvania,3892,6484,186580
39,44,RI,Rhode Island,116,223,5873
39,45,SC,South Carolina,1059,1992,43961
39,46,SD,South Dakota,112,214,5318
39,47,TN,Tennessee,1509,2942,62510
39,48,TX,Texas,4005,7936,185916
39,49,UT,Utah,246,488,8190
39,50,VT,Vermont,72,108,2383
39,51,VA,Virginia,1706,3153,90674
39,53,WA,Washington,690,1246,42605
39,54,WV,West Virginia,2377,4375,87915
39,55,WI,Wisconsin,624,1125,33714
39,56,WY,Wyoming,75,140,488
40,1,AL,Alabama,335,675,15080
40,2,AK,Alaska,182,372,10976
40,4,AZ,Arizona,714,1436,31630
40,5,AR,Arkansas,2110,4524,80682
40,6,CA,California,2199,4300,80912
40,8,CO,Colorado,1011,2027,50114
40,9,CT,Connecticut,76,153,4363
40,10,DE,Delaware,28,54,1439
40,11,DC,District Of Columbia,33,46,2134
40,12,FL,Florida,1271,2394,49945
40,13,GA,Georgia,619,1295,24147
40,15,HI,Hawaii,206,441,8077
40,16,ID,Idaho,114,229,3998
40,17,IL,Illinois,653,1290,40096
40,18,IN,Indiana,318,618,12820
40,19,IA,Iowa,268,510,11352
40,20,KS,Kansas,2010,4212,90094
40,21,KY,Kentucky,235,525,9169
40,22,LA,Louisiana,513,1055,27244
40,23,ME,Maine,43,71,1716
40,24,MD,Maryland,197,383,10239
40,25,MA,Massachusetts,145,228,6918
40,26,MI,Michigan,370,687,15042
40,27,MN,Minnesota,223,428,14186
40,28,MS,Mississippi,297,672,12055
40,29,MO,Missouri,1440,2916,34536
40,30,MT,Montana,104,211,4567
40,31,NE,Nebraska,213,398,9563
40,32,NV,Nevada,328,614,13260
40,33,NH,New Hampshire,56,96,2596
40,34,NJ,New Jersey,158,287,9391
40,35,NM,New Mexico,537,1112,25663
40,36,NY,New York,522,973,21940
40,37,NC,North Carolina,573,1216,23439
40,38,ND,North Dakota,158,332,8708
40,39,OH,Ohio,390,754,17760
40,40,OK,OK Non-migrants,1251228,2808515,0
40,41,OR,Oregon,185,372,8583
40,42,PA,Pennsylvania,378,702,20706
40,44,RI,Rhode Island,22,47,964
40,45,SC,South Carolina,233,464,9434
40,46,SD,South Dakota,104,194,4207
40,47,TN,Tennessee,500,993,20305
40,48,TX,Texas,8082,16446,435581
40,49,UT,Utah,215,511,8548
40,50,VT,Vermont,19,27,574
40,51,VA,Virginia,496,951,24688
40,53,WA,Washington,513,1084,22303
40,54,WV,West Virginia,87,181,6530
40,55,WI,Wisconsin,194,383,9592
40,56,WY,Wyoming,144,329,7780
41,1,AL,Alabama,138,260,5595
41,2,AK,Alaska,761,1241,38976
41,4,AZ,Arizona,2004,3591,95938
41,5,AR,Arkansas,173,300,6346
41,6,CA,California,11621,20178,664130
41,8,CO,Colorado,1303,2142,67135
41,9,CT,Connecticut,178,255,8885
41,10,DE,Delaware,35,55,2341
41,11,DC,District Of Columbia,117,161,8769
41,12,FL,Florida,1141,1759,46097
41,13,GA,Georgia,502,876,26122
41,15,HI,Hawaii,758,1265,28438
41,16,ID,Idaho,1475,2895,52784
41,17,IL,Illinois,801,1209,46627
41,18,IN,Indiana,288,454,12805
41,19,IA,Iowa,231,395,9873
41,20,KS,Kansas,291,509,12695
41,21,KY,Kentucky,175,304,7346
41,22,LA,Louisiana,222,355,9174
41,23,ME,Maine,95,139,2914
41,24,MD,Maryland,245,355,15887
41,25,MA,Massachusetts,460,672,30740
41,26,MI,Michigan,514,791,23187
41,27,MN,Minnesota,511,770,28244
41,28,MS,Mississippi,93,168,8345
41,29,MO,Missouri,403,682,16537
41,30,MT,Montana,617,981,22489
41,31,NE,Nebraska,182,316,6538
41,32,NV,Nevada,1189,2148,52289
41,33,NH,New Hampshire,116,169,5057
41,34,NJ,New Jersey,286,460,27902
41,35,NM,New Mexico,475,856,26338
41,36,NY,New York,1040,1483,63785
41,37,NC,North Carolina,551,909,27200
41,38,ND,North Dakota,220,357,9274
41,39,OH,Ohio,507,746,26287
41,40,OK,Oklahoma,302,560,12608
41,41,OR,OR Non-migrants,1413621,2971054,0
41,42,PA,Pennsylvania,480,714,23755
41,44,RI,Rhode Island,64,97,4189
41,45,SC,South Carolina,222,383,10633
41,46,SD,South Dakota,132,225,5923
41,47,TN,Tennessee,374,608,15380
41,48,TX,Texas,2001,3654,112218
41,49,UT,Utah,783,1497,32828
41,50,VT,Vermont,120,184,6109
41,51,VA,Virginia,500,830,31442
41,53,WA,Washington,8432,15039,402645
41,54,WV,West Virginia,66,109,3668
41,55,WI,Wisconsin,429,664,23274
41,56,WY,Wyoming,233,440,10265
42,1,AL,Alabama,362,722,17173
42,2,AK,Alaska,159,280,7676
42,4,AZ,Arizona,848,1468,40313
42,5,AR,Arkansas,203,349,12371
42,6,CA,California,3198,5230,256309
42,8,CO,Colorado,823,1344,41544
42,9,CT,Connecticut,1008,1693,81793
42,10,DE,Delaware,2401,4262,169750
42,11,DC,District Of Columbia,468,617,35381
42,12,FL,Florida,5690,9671,277730
42,13,GA,Georgia,1604,3041,71829
42,15,HI,Hawaii,272,475,11113
