y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
42,16,ID,Idaho,112,206,5587
42,17,IL,Illinois,1271,2204,120300
42,18,IN,Indiana,574,1040,31293
42,19,IA,Iowa,187,345,10821
42,20,KS,Kansas,255,479,12296
42,21,KY,Kentucky,432,837,34612
42,22,LA,Louisiana,388,708,20699
42,23,ME,Maine,261,399,15136
42,24,MD,Maryland,5395,9371,310416
42,25,MA,Massachusetts,1492,2349,115236
42,26,MI,Michigan,939,1650,64913
42,27,MN,Minnesota,417,700,29243
42,28,MS,Mississippi,211,435,7559
42,29,MO,Missouri,453,818,35800
42,30,MT,Montana,95,149,4004
42,31,NE,Nebraska,144,233,5890
42,32,NV,Nevada,404,688,36222
42,33,NH,New Hampshire,265,431,13825
42,34,NJ,New Jersey,11846,20147,894385
42,35,NM,New Mexico,222,379,11469
42,36,NY,New York,11063,20049,567441
42,37,NC,North Carolina,2498,4484,119837
42,38,ND,North Dakota,99,172,6170
42,39,OH,Ohio,3159,5405,162189
42,40,OK,Oklahoma,300,523,15745
42,41,OR,Oregon,295,467,18034
42,42,PA,PA Non-migrants,4921106,10126840,0
42,44,RI,Rhode Island,279,452,14005
42,45,SC,South Carolina,1130,1958,46534
42,46,SD,South Dakota,73,126,3912
42,47,TN,Tennessee,739,1330,34817
42,48,TX,Texas,3670,7013,180652
42,49,UT,Utah,232,467,11360
42,50,VT,Vermont,183,277,9403
42,51,VA,Virginia,3217,5546,197631
42,53,WA,Washington,622,1081,38981
42,54,WV,West Virginia,1306,2268,70519
42,55,WI,Wisconsin,377,658,20795
42,56,WY,Wyoming,103,172,5139
44,1,AL,Alabama,46,100,2242
44,2,AK,Alaska,13,22,556
44,4,AZ,Arizona,72,126,3366
44,5,AR,Arkansas,22,50,1067
44,6,CA,California,406,711,23637
44,8,CO,Colorado,75,113,3473
44,9,CT,Connecticut,940,1458,56552
44,10,DE,Delaware,24,36,1042
44,11,DC,District Of Columbia,43,61,3085
44,12,FL,Florida,876,1492,39588
44,13,GA,Georgia,111,202,4890
44,15,HI,Hawaii,48,99,2689
44,16,ID,Idaho,-1,-1,0
44,17,IL,Illinois,114,170,8386
44,18,IN,Indiana,35,58,2810
44,19,IA,Iowa,17,32,887
44,20,KS,Kansas,36,85,2473
44,21,KY,Kentucky,40,85,1891
44,22,LA,Louisiana,35,56,1661
44,23,ME,Maine,136,204,6899
44,24,MD,Maryland,131,222,9132
44,25,MA,Massachusetts,3350,5404,193678
44,26,MI,Michigan,49,72,2846
44,27,MN,Minnesota,51,74,2995
44,28,MS,Mississippi,17,43,812
44,29,MO,Missouri,35,57,2576
44,30,MT,Montana,-1,-1,0
44,31,NE,Nebraska,18,32,1115
44,32,NV,Nevada,32,51,1442
44,33,NH,New Hampshire,221,330,13851
44,34,NJ,New Jersey,321,563,19130
44,35,NM,New Mexico,11,18,589
44,36,NY,New York,900,1494,250743
44,37,NC,North Carolina,198,340,8322
44,38,ND,North Dakota,-1,-1,0
44,39,OH,Ohio,83,132,5457
44,40,OK,Oklahoma,30,58,3360
44,41,OR,Oregon,24,32,1062
44,42,PA,Pennsylvania,233,393,12847
44,44,RI,RI Non-migrants,409163,808142,0
44,45,SC,South Carolina,101,161,3967
44,46,SD,South Dakota,-1,-1,0
44,47,TN,Tennessee,63,115,3274
44,48,TX,Texas,304,518,19107
44,49,UT,Utah,22,40,922
44,50,VT,Vermont,72,97,3137
44,51,VA,Virginia,273,527,16903
44,53,WA,Washington,74,155,4741
44,54,WV,West Virginia,14,18,376
44,55,WI,Wisconsin,54,95,5007
44,56,WY,Wyoming,-1,-1,0
45,1,AL,Alabama,669,1313,14230
45,2,AK,Alaska,159,316,6910
45,4,AZ,Arizona,451,877,24557
45,5,AR,Arkansas,205,416,9821
45,6,CA,California,1632,2978,110849
45,8,CO,Colorado,529,998,26501
45,9,CT,Connecticut,895,1650,86558
45,10,DE,Delaware,157,275,8880
45,11,DC,District Of Columbia,143,223,11146
45,12,FL,Florida,4229,7697,199287
45,13,GA,Georgia,5698,11261,300581
45,15,HI,Hawaii,231,528,11384
45,16,ID,Idaho,74,133,3380
45,17,IL,Illinois,947,1795,82253
45,18,IN,Indiana,696,1348,40878
45,19,IA,Iowa,186,342,10118
45,20,KS,Kansas,238,497,12921
45,21,KY,Kentucky,607,1214,32330
45,22,LA,Louisiana,354,702,17367
45,23,ME,Maine,210,358,10536
45,24,MD,Maryland,1363,2386,87728
45,25,MA,Massachusetts,840,1388,63650
45,26,MI,Michigan,895,1665,57587
45,27,MN,Minnesota,243,450,15195
45,28,MS,Mississippi,294,593,15672
45,29,MO,Missouri,435,900,25410
45,30,MT,Montana,63,109,3755
45,31,NE,Nebraska,116,221,5707
45,32,NV,Nevada,221,414,11256
45,33,NH,New Hampshire,277,445,17091
45,34,NJ,New Jersey,1699,3143,122386
45,35,NM,New Mexico,153,294,9023
45,36,NY,New York,3175,5635,189191
45,37,NC,North Carolina,10410,20144,556239
45,38,ND,North Dakota,62,108,2562
45,39,OH,Ohio,1725,3124,110596
45,40,OK,Oklahoma,301,617,12419
45,41,OR,Oregon,144,248,5896
45,42,PA,Pennsylvania,2038,3599,151451
45,44,RI,Rhode Island,184,336,9806
45,45,SC,SC Non-migrants,1635884,3554356,0
45,46,SD,South Dakota,55,93,2337
45,47,TN,Tennessee,1357,2526,78670
45,48,TX,Texas,2666,5324,152065
45,49,UT,Utah,142,331,7260
45,50,VT,Vermont,148,230,16285
45,51,VA,Virginia,2633,4834,183577
45,53,WA,Washington,522,1055,31194
45,54,WV,West Virginia,553,1060,32269
45,55,WI,Wisconsin,329,608,21993
45,56,WY,Wyoming,63,114,1990
46,1,AL,Alabama,41,82,1558
46,2,AK,Alaska,65,117,3913
46,4,AZ,Arizona,371,638,22594
46,5,AR,Arkansas,63,113,3145
46,6,CA,California,573,1057,33792
46,8,CO,Colorado,498,866,29953
46,9,CT,Connecticut,40,65,2393
46,10,DE,Delaware,-1,-1,0
46,11,DC,District Of Columbia,17,20,1281
46,12,FL,Florida,287,493,14765
46,13,GA,Georgia,119,222,6631
46,15,HI,Hawaii,36,56,2061
46,16,ID,Idaho,65,128,3387
46,17,IL,Illinois,232,413,13610
46,18,IN,Indiana,111,228,6613
46,19,IA,Iowa,799,1370,43369
46,20,KS,Kansas,155,294,7681
46,21,KY,Kentucky,38,85,1478
46,22,LA,Louisiana,56,107,2625
46,23,ME,Maine,19,32,1058
46,24,MD,Maryland,54,93,3091
46,25,MA,Massachusetts,44,72,2361
46,26,MI,Michigan,138,262,8582
46,27,MN,Minnesota,1182,2107,78490
46,28,MS,Mississippi,30,63,1008
46,29,MO,Missouri,193,356,10402
46,30,MT,Montana,173,351,8717
46,31,NE,Nebraska,666,1171,37913
46,32,NV,Nevada,115,227,4915
46,33,NH,New Hampshire,15,31,1446
46,34,NJ,New Jersey,48,88,2913
46,35,NM,New Mexico,87,187,4884
46,36,NY,New York,112,185,6444
46,37,NC,North Carolina,155,279,7232
46,38,ND,North Dakota,504,954,29284
46,39,OH,Ohio,169,285,7929
46,40,OK,Oklahoma,97,179,4154
46,41,OR,Oregon,108,186,5241
46,42,PA,Pennsylvania,110,178,4992
46,44,RI,Rhode Island,-1,-1,0
46,45,SC,South Carolina,56,90,1399
46,46,SD,SD Non-migrants,319174,685345,0
46,47,TN,Tennessee,120,217,5517
46,48,TX,Texas,454,865,22453
46,49,UT,Utah,92,164,4629
46,50,VT,Vermont,-1,-1,0
46,51,VA,Virginia,134,254,8404
46,53,WA,Washington,209,381,10700
46,54,WV,West Virginia,21,36,552
46,55,WI,Wisconsin,191,323,9415
46,56,WY,Wyoming,304,547,13706
47,1,AL,Alabama,3116,5881,139622
47,2,AK,Alaska,205,417,10120
47,4,AZ,Arizona,710,1364,42456
47,5,AR,Arkansas,1481,2918,58908
47,6,CA,California,2922,5468,184086
47,8,CO,Colorado,831,1532,42417
47,9,CT,Connecticut,340,642,30955
47,10,DE,Delaware,110,224,4817
47,11,DC,District Of Columbia,139,194,11735
47,12,FL,Florida,5501,10211,273693
47,13,GA,Georgia,5288,10106,276911
47,15,HI,Hawaii,249,510,12326
47,16,ID,Idaho,115,241,7736
47,17,IL,Illinois,2424,4423,151879
47,18,IN,Indiana,1605,3007,80929
47,19,IA,Iowa,323,603,16922
47,20,KS,Kansas,427,852,26389
47,21,KY,Kentucky,4137,8506,163471
47,22,LA,Louisiana,830,1551,41201
47,23,ME,Maine,139,236,6078
47,24,MD,Maryland,743,1355,46575
47,25,MA,Massachusetts,479,782,31892
47,26,MI,Michigan,1780,3247,84679
47,27,MN,Minnesota,429,751,25945
47,28,MS,Mississippi,4201,8324,161433
47,29,MO,Missouri,1146,2199,55358
47,30,MT,Montana,98,187,5828
47,31,NE,Nebraska,192,350,17539
47,32,NV,Nevada,348,628,19425
47,33,NH,New Hampshire,150,256,7659
47,34,NJ,New Jersey,669,1252,34988
47,35,NM,New Mexico,211,410,17479
47,36,NY,New York,1806,3192,101817
47,37,NC,North Carolina,2874,5519,144770
47,38,ND,North Dakota,95,177,4623
47,39,OH,Ohio,2092,3785,122906
47,40,OK,Oklahoma,506,1051,21160
47,41,OR,Oregon,264,458,10761
47,42,PA,Pennsylvania,1125,1956,68168
47,44,RI,Rhode Island,85,140,4110
47,45,SC,South Carolina,1255,2398,65013
47,46,SD,South Dakota,92,169,4948
47,47,TN,TN Non-migrants,2284202,4979878,0
47,48,TX,Texas,4805,9611,259839
47,49,UT,Utah,200,421,11857
47,50,VT,Vermont,77,128,3128
47,51,VA,Virginia,2689,4938,128092
47,53,WA,Washington,637,1246,33750
47,54,WV,West Virginia,367,755,15807
47,55,WI,Wisconsin,726,1305,31102
47,56,WY,Wyoming,88,158,27340
48,1,AL,Alabama,3674,7397,154428
48,2,AK,Alaska,1103,2232,75267
48,4,AZ,Arizona,6523,13582,422295
48,5,AR,Arkansas,5177,10247,246150
48,6,CA,California,25288,50924,1804603
48,8,CO,Colorado,6641,13360,463370
48,9,CT,Connecticut,1596,3089,156229
48,10,DE,Delaware,507,958,28563
48,11,DC,District Of Columbia,681,1023,53534
48,12,FL,Florida,21446,39133,902345
48,13,GA,Georgia,9892,20532,468073
48,15,HI,Hawaii,1645,3667,76778
48,16,ID,Idaho,910,1912,70743
48,17,IL,Illinois,8882,17732,777679
48,18,IN,Indiana,3298,6420,153817
48,19,IA,Iowa,1582,2973,80427
48,20,KS,Kansas,3610,7465,434780
48,21,KY,Kentucky,2149,4520,107714
48,22,LA,Louisiana,11260,22498,615501
48,23,ME,Maine,466,800,20435
48,24,MD,Maryland,3527,6748,216115
48,25,MA,Massachusetts,2465,4330,168855
48,26,MI,Michigan,5179,9934,173869
48,27,MN,Minnesota,2562,4985,178757
48,28,MS,Mississippi,3882,8020,169392
48,29,MO,Missouri,5088,9739,272385
48,30,MT,Montana,573,1085,34536
48,31,NE,Nebraska,1499,2997,119181
48,32,NV,Nevada,2885,5575,172287
48,33,NH,New Hampshire,466,796,33418
48,34,NJ,New Jersey,4154,8431,340860
48,35,NM,New Mexico,6127,12879,332556
48,36,NY,New York,9655,17717,694641
48,37,NC,North Carolina,6266,12931,341251
48,38,ND,North Dakota,703,1425,45831
48,39,OH,Ohio,4857,9196,348313
48,40,OK,Oklahoma,8611,16998,525317
48,41,OR,Oregon,1743,3182,87884
48,42,PA,Pennsylvania,4606,8509,279628
48,44,RI,Rhode Island,427,754,31410
48,45,SC,South Carolina,2380,4673,126632
48,46,SD,South Dakota,592,1073,23822
48,47,TN,Tennessee,4819,9527,233841
48,48,TX,TX Non-migrants,9048226,20811746,0
48,49,UT,Utah,1850,4334,127767
48,50,VT,Vermont,204,354,13070
48,51,VA,Virginia,6121,12482,469601
48,53,WA,Washington,4236,8484,255431
48,54,WV,West Virginia,622,1120,34263
48,55,WI,Wisconsin,2633,5092,136447
48,56,WY,Wyoming,796,1454,46316
49,1,AL,Alabama,120,249,5234
49,2,AK,Alaska,199,402,11185
49,4,AZ,Arizona,1800,4016,87897
49,5,AR,Arkansas,122,255,6226
49,6,CA,California,4330,8902,251675
49,8,CO,Colorado,1257,2525,59533
49,9,CT,Connecticut,108,188,9500
49,10,DE,Delaware,32,64,2273
49,11,DC,District Of Columbia,36,63,3462
49,12,FL,Florida,729,1417,36794
49,13,GA,Georgia,355,733,17437
49,15,HI,Hawaii,397,943,17749
49,16,ID,Idaho,1913,4009,78373
49,17,IL,Illinois,421,802,26738
49,18,IN,Indiana,175,323,7564
49,19,IA,Iowa,129,255,5514
49,20,KS,Kansas,159,333,8257
49,21,KY,Kentucky,111,244,5950
49,22,LA,Louisiana,126,244,6459
49,23,ME,Maine,70,105,3072
49,24,MD,Maryland,201,378,19959
49,25,MA,Massachusetts,195,325,15577
49,26,MI,Michigan,291,529,11314
49,27,MN,Minnesota,245,435,13857
49,28,MS,Mississippi,63,135,2566
49,29,MO,Missouri,264,543,18426
49,30,MT,Montana,323,581,14991
49,31,NE,Nebraska,146,317,8306
49,32,NV,Nevada,1642,3470,75875
49,33,NH,New Hampshire,88,144,4730
49,34,NJ,New Jersey,184,336,33555
49,35,NM,New Mexico,459,1014,18443
49,36,NY,New York,452,749,25133
49,37,NC,North Carolina,314,621,14659
49,38,ND,North Dakota,200,465,11881
49,39,OH,Ohio,314,567,16526
49,40,OK,Oklahoma,158,331,11977
49,41,OR,Oregon,655,1214,28844
49,42,PA,Pennsylvania,277,480,16608
49,44,RI,Rhode Island,40,69,2095
49,45,SC,South Carolina,137,255,7449
49,46,SD,South Dakota,96,184,4996
49,47,TN,Tennessee,219,443,10303
49,48,TX,Texas,1549,3385,88448
49,49,UT,UT Non-migrants,929882,2420651,0
49,50,VT,Vermont,57,76,5103
49,51,VA,Virginia,434,869,39303
49,53,WA,Washington,1146,2380,59362
49,54,WV,West Virginia,44,96,2149
49,55,WI,Wisconsin,201,355,12625
49,56,WY,Wyoming,645,1385,29129
50,1,AL,Alabama,25,38,1023
50,2,AK,Alaska,25,45,1122
50,4,AZ,Arizona,68,112,7968
50,5,AR,Arkansas,17,21,461
50,6,CA,California,290,448,29760
50,8,CO,Colorado,144,206,4990
50,9,CT,Connecticut,399,591,30087
50,10,DE,Delaware,18,24,913
50,11,DC,District Of Columbia,40,56,5223
50,12,FL,Florida,383,595,18170
50,13,GA,Georgia,99,180,5977
50,15,HI,Hawaii,19,31,319
50,16,ID,Idaho,16,23,862
50,17,IL,Illinois,89,138,7504
50,18,IN,Indiana,27,32,749
50,19,IA,Iowa,14,21,1184
50,20,KS,Kansas,15,21,813
50,21,KY,Kentucky,32,51,1736
50,22,LA,Louisiana,21,33,1283
50,23,ME,Maine,200,285,7878
50,24,MD,Maryland,95,156,9025
50,25,MA,Massachusetts,859,1227,54238
50,26,MI,Michigan,60,111,3374
50,27,MN,Minnesota,42,67,1643
50,28,MS,Mississippi,15,25,402
50,29,MO,Missouri,32,46,1535
50,30,MT,Montana,32,43,948
50,31,NE,Nebraska,13,22,1031
50,32,NV,Nevada,28,35,1056
50,33,NH,New Hampshire,976,1526,39522
50,34,NJ,New Jersey,227,357,18575
50,35,NM,New Mexico,38,52,1722
50,36,NY,New York,1072,1576,55815
50,37,NC,North Carolina,148,252,7309
50,38,ND,North Dakota,-1,-1,0
50,39,OH,Ohio,92,137,3788
50,40,OK,Oklahoma,21,33,1587
50,41,OR,Oregon,52,65,1323
50,42,PA,Pennsylvania,207,307,7934
50,44,RI,Rhode Island,79,118,4233
50,45,SC,South Carolina,76,126,3289
50,46,SD,South Dakota,-1,-1,0
50,47,TN,Tennessee,66,112,2431
50,48,TX,Texas,165,258,7002
50,49,UT,Utah,37,46,1071
50,50,VT,VT Non-migrants,260357,504414,0
50,51,VA,Virginia,166,284,10469
50,53,WA,Washington,69,103,3107
50,54,WV,West Virginia,13,24,740
50,55,WI,Wisconsin,37,55,1654
50,56,WY,Wyoming,19,24,665
51,1,AL,Alabama,828,1610,46498
51,2,AK,Alaska,273,535,15598
51,4,AZ,Arizona,1001,1873,55148
51,5,AR,Arkansas,348,648,23316
51,6,CA,California,5184,9727,372849
51,8,CO,Colorado,1136,2113,71808
51,9,CT,Connecticut,974,1716,87793
51,10,DE,Delaware,496,840,27742
51,11,DC,District Of Columbia,3714,5634,341372
51,12,FL,Florida,6648,11999,407508
51,13,GA,Georgia,3132,5921,159742
51,15,HI,Hawaii,755,1678,42944
51,16,ID,Idaho,195,377,9762
51,17,IL,Illinois,1794,3198,115643
51,18,IN,Indiana,789,1450,44942
51,19,IA,Iowa,279,500,13966
51,20,KS,Kansas,404,776,20722
51,21,KY,Kentucky,806,1583,38393
51,22,LA,Louisiana,659,1245,34884
51,23,ME,Maine,317,549,15363
51,24,MD,Maryland,11758,21117,654965
51,25,MA,Massachusetts,1304,2087,92765
51,26,MI,Michigan,1247,2141,65409
51,27,MN,Minnesota,550,946,41569
51,28,MS,Mississippi,547,1033,23219
51,29,MO,Missouri,732,1337,36268
51,30,MT,Montana,123,216,5862
51,31,NE,Nebraska,204,352,10634
51,32,NV,Nevada,476,908,36063
51,33,NH,New Hampshire,352,571,19759
51,34,NJ,New Jersey,2765,4887,192249
51,35,NM,New Mexico,325,637,20900
51,36,NY,New York,5440,9317,303542
51,37,NC,North Carolina,7601,14316,330047
51,38,ND,North Dakota,103,191,5213
51,39,OH,Ohio,1958,3373,104474
51,40,OK,Oklahoma,454,910,23894
51,41,OR,Oregon,330,529,15758
51,42,PA,Pennsylvania,4103,6742,238250
51,44,RI,Rhode Island,306,582,18427
51,45,SC,South Carolina,1972,3634,92804
51,46,SD,South Dakota,107,190,6163
51,47,TN,Tennessee,2100,3977,110472
51,48,TX,Texas,4937,9622,276984
51,49,UT,Utah,391,786,20895
51,50,VT,Vermont,179,298,8425
51,51,VA,VA Non-migrants,2964636,6368598,0
51,53,WA,Washington,1200,2429,70619
51,54,WV,West Virginia,1937,3461,76032
51,55,WI,Wisconsin,526,879,26767
51,56,WY,Wyoming,85,140,4627
53,1,AL,Alabama,413,747,18448
53,2,AK,Alaska,1712,3037,92567
53,4,AZ,Arizona,3432,6174,164450
53,5,AR,Arkansas,361,692,21196
53,6,CA,California,15010,27516,1065234
53,8,CO,Colorado,2154,3710,127938
53,9,CT,Connecticut,457,763,31061
53,10,DE,Delaware,89,159,5033
53,11,DC,District Of Columbia,252,343,18328
53,12,FL,Florida,2903,4971,147182
53,13,GA,Georgia,1416,2839,71958
53,15,HI,Hawaii,1683,3243,77309
53,16,ID,Idaho,3364,6184,143058
53,17,IL,Illinois,1823,2917,122292
53,18,IN,Indiana,586,1020,43864
53,19,IA,Iowa,412,688,21492
53,20,KS,Kansas,590,1134,32040
53,21,KY,Kentucky,430,787,20669
53,22,LA,Louisiana,472,885,20897
53,23,ME,Maine,163,244,7945
53,24,MD,Maryland,783,1321,51358
53,25,MA,Massachusetts,911,1349,75052
53,26,MI,Michigan,1079,1714,61127
53,27,MN,Minnesota,1039,1704,67743
53,28,MS,Mississippi,242,472,8877
53,29,MO,Missouri,870,1600,44301
53,30,MT,Montana,1324,2211,56286
53,31,NE,Nebraska,326,590,15457
53,32,NV,Nevada,1747,3226,95854
53,33,NH,New Hampshire,196,283,11142
53,34,NJ,New Jersey,792,1343,63530
53,35,NM,New Mexico,680,1180,36016
53,36,NY,New York,2145,3341,161676
53,37,NC,North Carolina,1355,2549,78363
53,38,ND,North Dakota,473,823,31623
53,39,OH,Ohio,1051,1731,58866
53,40,OK,Oklahoma,667,1306,30094
53,41,OR,Oregon,10019,19158,528749
53,42,PA,Pennsylvania,1038,1699,72129
53,44,RI,Rhode Island,127,201,6338
53,45,SC,South Carolina,695,1319,36158
53,46,SD,South Dakota,258,467,11325
53,47,TN,Tennessee,773,1396,38273
53,48,TX,Texas,4912,9354,288028
53,49,UT,Utah,1380,2834,73306
53,50,VT,Vermont,135,174,5582
53,51,VA,Virginia,1570,2947,114429
53,53,WA,WA Non-migrants,2615285,5612501,0
53,54,WV,West Virginia,113,175,4350
53,55,WI,Wisconsin,777,1336,42069
53,56,WY,Wyoming,332,582,15132
54,1,AL,Alabama,92,193,3784
54,2,AK,Alaska,32,60,1149
54,4,AZ,Arizona,103,190,5517
54,5,AR,Arkansas,55,118,2196
54,6,CA,California,269,453,10273
54,8,CO,Colorado,126,224,6055
54,9,CT,Connecticut,44,70,1524
54,10,DE,Delaware,44,87,2363
54,11,DC,District Of Columbia,58,114,2494
54,12,FL,Florida,789,1403,25581
54,13,GA,Georgia,239,461,10153
54,15,HI,Hawaii,24,39,507
54,16,ID,Idaho,17,37,312
54,17,IL,Illinois,138,251,6061
54,18,IN,Indiana,137,275,5510
54,19,IA,Iowa,24,41,1946
54,20,KS,Kansas,41,69,1821
54,21,KY,Kentucky,537,1098,17184
54,22,LA,Louisiana,78,166,3090
54,23,ME,Maine,11,18,324
54,24,MD,Maryland,1555,2811,70026
54,25,MA,Massachusetts,48,84,1843
54,26,MI,Michigan,165,314,6255
54,27,MN,Minnesota,33,50,1179
54,28,MS,Mississippi,58,105,2667
54,29,MO,Missouri,78,154,2767
54,30,MT,Montana,19,37,804
54,31,NE,Nebraska,15,29,619
54,32,NV,Nevada,44,104,1825
54,33,NH,New Hampshire,27,47,1371
54,34,NJ,New Jersey,176,303,8654
54,35,NM,New Mexico,39,62,2637
54,36,NY,New York,288,508,12393
54,37,NC,North Carolina,700,1338,23486
54,38,ND,North Dakota,22,46,1194
54,39,OH,Ohio,2008,3713,73184
54,40,OK,Oklahoma,69,151,3833
54,41,OR,Oregon,34,55,1461
54,42,PA,Pennsylvania,1256,2194,65330
54,44,RI,Rhode Island,-1,-1,0
54,45,SC,South Carolina,295,579,10046
54,46,SD,South Dakota,13,28,710
54,47,TN,Tennessee,229,445,10560
54,48,TX,Texas,526,984,25786
54,49,UT,Utah,32,56,1730
54,50,VT,Vermont,-1,-1,0
54,51,VA,Virginia,1902,3586,85282
54,53,WA,Washington,73,140,3400
54,54,WV,WV Non-migrants,631644,1338086,0
54,55,WI,Wisconsin,49,90,1803
54,56,WY,Wyoming,28,48,1271
55,1,AL,Alabama,154,264,2900
55,2,AK,Alaska,113,179,4568
55,4,AZ,Arizona,829,1439,41876
55,5,AR,Arkansas,221,403,8818
55,6,CA,California,1703,3047,93059
55,8,CO,Colorado,679,1094,53054
55,9,CT,Connecticut,147,253,11268
55,10,DE,Delaware,84,256,3005
55,11,DC,District Of Columbia,79,97,5526
55,12,FL,Florida,1660,2806,91038
55,13,GA,Georgia,503,974,29960
55,15,HI,Hawaii,143,220,5115
55,16,ID,Idaho,98,187,5212
55,17,IL,Illinois,6627,11837,379695
55,18,IN,Indiana,716,1379,32405
55,19,IA,Iowa,951,1639,50878
55,20,KS,Kansas,243,483,10662
55,21,KY,Kentucky,242,438,9395
55,22,LA,Louisiana,153,271,5919
55,23,ME,Maine,51,97,2533
55,24,MD,Maryland,238,397,13288
55,25,MA,Massachusetts,213,341,15934
55,26,MI,Michigan,1601,2717,76151
55,27,MN,Minnesota,4296,7194,232753
55,28,MS,Mississippi,180,358,4665
55,29,MO,Missouri,502,891,20524
55,30,MT,Montana,119,219,7000
55,31,NE,Nebraska,163,307,7771
55,32,NV,Nevada,270,417,12119
55,33,NH,New Hampshire,46,73,2118
55,34,NJ,New Jersey,287,543,6621
55,35,NM,New Mexico,128,215,6671
55,36,NY,New York,706,1150,36811
55,37,NC,North Carolina,625,1139,30361
55,38,ND,North Dakota,255,434,13557
55,39,OH,Ohio,574,988,29884
55,40,OK,Oklahoma,196,378,8155
55,41,OR,Oregon,223,361,8904
55,42,PA,Pennsylvania,469,864,27926
55,44,RI,Rhode Island,30,48,1163
55,45,SC,South Carolina,235,421,10904
55,46,SD,South Dakota,187,348,8336
55,47,TN,Tennessee,435,802,18627
55,48,TX,Texas,1803,3527,78611
55,49,UT,Utah,163,298,7421
55,50,VT,Vermont,30,50,1557
55,51,VA,Virginia,448,795,24536
55,53,WA,Washington,437,799,20913
55,54,WV,West Virginia,72,121,2568
55,55,WI,WI Non-migrants,2252810,4741900,0
55,56,WY,Wyoming,85,139,3409
56,1,AL,Alabama,61,112,2975
56,2,AK,Alaska,87,161,5815
56,4,AZ,Arizona,345,686,20599
56,5,AR,Arkansas,76,179,2823
56,6,CA,California,798,1483,75995
56,8,CO,Colorado,1474,2732,84341
56,9,CT,Connecticut,43,57,11755
56,10,DE,Delaware,-1,-1,0
56,11,DC,District Of Columbia,-1,-1,0
56,12,FL,Florida,237,454,10657
56,13,GA,Georgia,112,231,9122
56,15,HI,Hawaii,40,82,1696
56,16,ID,Idaho,390,858,21110
56,17,IL,Illinois,153,275,7955
56,18,IN,Indiana,76,144,2990
56,19,IA,Iowa,83,140,3046
56,20,KS,Kansas,110,209,5570
56,21,KY,Kentucky,47,71,1796
56,22,LA,Louisiana,56,112,3511
56,23,ME,Maine,36,49,964
56,24,MD,Maryland,57,105,6936
56,25,MA,Massachusetts,74,106,12023
56,26,MI,Michigan,165,265,7266
56,27,MN,Minnesota,130,199,9011
56,28,MS,Mississippi,46,89,6382
56,29,MO,Missouri,137,254,4943
56,30,MT,Montana,531,966,28910
56,31,NE,Nebraska,312,565,14393
56,32,NV,Nevada,222,417,12146
56,33,NH,New Hampshire,29,37,962
56,34,NJ,New Jersey,37,61,49979
56,35,NM,New Mexico,153,345,7244
56,36,NY,New York,142,214,27415
56,37,NC,North Carolina,123,219,10143
56,38,ND,North Dakota,234,465,16503
56,39,OH,Ohio,115,227,5786
56,40,OK,Oklahoma,129,279,6358
56,41,OR,Oregon,180,313,11200
56,42,PA,Pennsylvania,133,227,8604
56,44,RI,Rhode Island,-1,-1,0
56,45,SC,South Carolina,61,102,2989
56,46,SD,South Dakota,299,581,14244
56,47,TN,Tennessee,75,146,30006
56,48,TX,Texas,567,1139,118793
56,49,UT,Utah,652,1514,46579
56,50,VT,Vermont,33,35,1148
56,51,VA,Virginia,116,200,10994
56,53,WA,Washington,271,533,11498
56,54,WV,West Virginia,40,79,2309
56,55,WI,Wisconsin,120,192,6274
56,56,WY,WY Non-migrants,216928,464394,0